86427	Fort-Mohave	AZ	35.0043	-114.5812
86429	Bullhead-City	AZ	35.1715	-114.5386
86430	Bullhead-City	AZ	35.1473	-114.5433
86431	Chloride	AZ	35.3896	-114.2221
86432	Littlefield	AZ	36.8872	-113.9297
86433	Oatman	AZ	35.0285	-114.3837
86434	Peach-Springs	AZ	35.5378	-113.4202
86435	Supai	AZ	36.2242	-112.6932
86436	Topock	AZ	34.7784	-114.4817
86437	Valentine	AZ	35.3788	-113.6141
86438	Yucca	AZ	34.8722	-114.1494
86439	Bullhead-City	AZ	35.1478	-114.5683
86440	Mohave-Valley	AZ	34.8929	-114.5951
86441	Dolan-Springs	AZ	35.5692	-114.3777
86442	Bullhead-City	AZ	35.106	-114.5947
86443	Temple-Bar-Marina	AZ	35.2106	-114.1792
86444	Meadview	AZ	35.9822	-114.0775
86445	Willow-Beach	AZ	35.7759	-114.5001
86446	Mohave-Valley	AZ	34.8499	-114.5917
86502	Chambers	AZ	35.2375	-109.5229
86503	Chinle	AZ	36.1304	-109.6037
86504	Fort-Defiance	AZ	35.7445	-109.0765
86505	Ganado	AZ	35.7114	-109.542
86506	Houck	AZ	35.2831	-109.207
86507	Lukachukai	AZ	36.4181	-109.2446
86508	Lupton	AZ	35.3539	-109.0537
86510	Pinon	AZ	36.1002	-110.2211
86511	Saint-Michaels	AZ	35.6447	-109.0956
86512	Sanders	AZ	35.2164	-109.3337
86514	Teec-Nos-Pos	AZ	36.7797	-109.359
86515	Window-Rock	AZ	35.6676	-109.0784
86520	Blue-Gap	AZ	36.1708	-109.9465
86535	Dennehotso	AZ	36.7773	-109.861
86538	Many-Farms	AZ	36.4083	-109.634
86540	Nazlini	AZ	35.8964	-109.4487
86544	Red-Valley	AZ	35.2375	-109.5229
86545	Rock-Point	AZ	36.7181	-109.6259
86547	Round-Rock	AZ	36.5131	-109.4734
86556	Tsaile	AZ	36.3071	-109.2176
87001	Algodones	NM	35.389	-106.3517
87002	Belen	NM	34.6511	-106.6952
87004	Bernalillo	NM	35.3285	-106.5309
87005	Bluewater	NM	35.255	-107.9856
87006	Bosque	NM	34.4996	-106.8038
87007	Casa-Blanca	NM	35.0456	-107.4714
87008	Cedar-Crest	NM	35.1285	-106.3617
87009	Cedarvale	NM	34.3706	-105.702
87010	Cerrillos	NM	35.423	-106.1317
87011	Claunch	NM	34.0646	-105.9496
87012	Coyote	NM	36.1018	-106.6692
87013	Cuba	NM	36.0482	-107.1885
87014	Cubero	NM	35.0859	-107.5181
87015	Edgewood	NM	35.0776	-106.1872
87016	Estancia	NM	34.77	-106.135
87017	Gallina	NM	36.3202	-106.7687
87018	Counselor	NM	36.2092	-107.4578
87020	Grants	NM	35.1476	-107.8526
87021	Milan	NM	35.1698	-107.8909
87022	Isleta	NM	34.9073	-106.6892
87023	Jarales	NM	34.592	-106.7611
87024	Jemez-Pueblo	NM	35.6243	-106.7219
87025	Jemez-Springs	NM	35.8927	-106.7714
87026	Laguna	NM	34.9625	-107.2325
87027	La-Jara	NM	36.1194	-106.9923
87028	La-Joya	NM	34.3813	-106.815
87029	Lindrith	NM	36.3249	-107.0495
87031	Los-Lunas	NM	34.7806	-106.7115
87032	Mcintosh	NM	34.8648	-106.0517
87034	Pueblo-Of-Acoma	NM	34.8964	-107.5817
87035	Moriarty	NM	34.9889	-106.0609
87036	Mountainair	NM	34.5158	-106.2577
87037	Nageezi	NM	36.1598	-107.7664
87038	New-Laguna	NM	35.0409	-107.422
87040	Paguate	NM	35.1387	-107.3789
87041	Pena-Blanca	NM	35.598	-106.3492
87042	Peralta	NM	34.8332	-106.6872
87043	Placitas	NM	35.3092	-106.5293
87044	Ponderosa	NM	35.66	-106.6675
87045	Prewitt	NM	35.3547	-108.1038
87046	Regina	NM	36.1842	-106.9567
87047	Sandia-Park	NM	35.1683	-106.3238
87048	Corrales	NM	35.2339	-106.62
87049	San-Fidel	NM	35.0823	-107.5992
87051	San-Rafael	NM	35.1125	-107.8826
87052	Santo-Domingo-Pueblo	NM	35.5269	-106.3445
87053	San-Ysidro	NM	35.5634	-106.7706
87056	Stanley	NM	35.1295	-106.0283
87059	Tijeras	NM	35.0446	-106.3062
87060	Tome	NM	34.7426	-106.7328
87061	Torreon	NM	34.6948	-106.3247
87062	Veguita	NM	34.485	-106.7591
87063	Willard	NM	34.5754	-106.0307
87064	Youngsville	NM	36.1875	-106.5564
87068	Bosque-Farms	NM	34.8764	-106.6975
87070	Clines-Corners	NM	35.0095	-105.6692
87072	Cochiti-Pueblo	NM	35.6089	-106.3518
